symbol,disease,panel,panel_name,evidence_level
TET1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
MIR708,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
MIR3622B,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
MIR4467,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
CDK5,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
PPARGC1A,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
CHAT,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
TPP1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
MAPK14,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
CTNNB1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
AGER,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
GAPDH,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
GAPDHS,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
IRS1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
LRP1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
MAP2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
MME,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
NFE2L2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
NGF,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
NGFR,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
NOS2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
PIN1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
PYY,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
PTGS2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
MIR505,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
NGB,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
S100B,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
SOD1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
SYP,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
MIR766,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
ADAMTS1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
SLC46A1,Dystonia,DisGeNET,Dystonia (DisGeNET),limited
CHRNA4,Dystonia,DisGeNET,Dystonia (DisGeNET),NA
VPS37A,Dystonia,DisGeNET,Dystonia (DisGeNET),limited
CYP2D6,Dystonia,DisGeNET,Dystonia (DisGeNET),NA
DDC,Dystonia,DisGeNET,Dystonia (DisGeNET),NA
DLAT,Dystonia,DisGeNET,Dystonia (DisGeNET),NA
ERCC6,Dystonia,DisGeNET,Dystonia (DisGeNET),limited
FASTKD2,Dystonia,DisGeNET,Dystonia (DisGeNET),limited
MR1,Dystonia,DisGeNET,Dystonia (DisGeNET),limited
TREM2,Dystonia,DisGeNET,Dystonia (DisGeNET),NA
PTEN,Dystonia,DisGeNET,Dystonia (DisGeNET),limited
SUOX,Dystonia,DisGeNET,Dystonia (DisGeNET),limited
L2HGDH,Dystonia,DisGeNET,Dystonia (DisGeNET),limited
AP1S2,Dystonia,DisGeNET,Dystonia (DisGeNET),NA
KCNJ10,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
BCHE,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
TNF,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
ADARB2,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
COL19A1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
SLC2A14,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
EDN1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
FGB,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
CNTNAP2,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
GSK3B,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
HBG1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
HSPA4,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
HSPA8,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
IL1B,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
DRAXIN,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
KCNJ4,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
MAP2,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
CEACAM6,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
NR4A2,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
PITX3,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
NCAPG2,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
SLC30A10,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
NECTIN2,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
RPL6,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
RPL23A,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
RPS8,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
TALDO1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
TFAM,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
RPL14,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
LAMC3,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CIRBP,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
IQGAP3,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
DHCR24,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
DIO2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
DIO3,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
DNMT3B,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
TET3,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
EPHX2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
MYT1L,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),strong
CIC,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
FMR1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
HEY1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
GABRA5,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
UNC80,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
LRRTM3,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
MET,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
NTSR1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
SNTG2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
LRRN3,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
NSUN2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
GABRQ,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),limited
MIR486-1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
SFSWAP,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
SLC6A4,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
SLC16A2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
SOX5,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
SOX9,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
TBL1X,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CA2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ROGDI,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
DDHD1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CTTNBP2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
NEMF,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
NTRK2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
CAV1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
PTGS1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
TBR1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CADPS2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
DNM1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
APLP2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
ADAM17,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
MFN2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
OPTN,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
SPR,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
TSC1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
HSF1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
EIF4E,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
SYN1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CCR5,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
GSR,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
HSPD1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
IL33,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
TWNK,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
NBEA,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
OPRM1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CIB1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
HSPB1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
CASP8,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
ATG7,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
GRK5,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
HTR1A,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
PENK,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
GDF5,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
MAPK1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
IKBKB,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
SERPINF1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
ATCAY,Dystonia,DisGeNET,Dystonia (DisGeNET),NA
PRF1,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
ADH7,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
DLG4,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
ABL1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
PPP1R9B,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
CTNNB1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
JAKMIP1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
SLC9A9,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
NRCAM,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ARID1B,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
SYN2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
TBX1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
NRP2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
MT2A,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
ATP7A,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
BCL2L2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
INS-IGF2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
CASP9,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
ADAM9,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
GRK6,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
HSF1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
HSPD1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
LEP,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
ND3,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
PTN,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
CREBBP,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
BRINP1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
DLGAP4,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ITPR3,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
PAK2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
SLC7A5,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CAMK2A,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ARHGEF10,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ARHGAP32,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CASP12,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
FERMT2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
ABCA1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
PTK2B,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
PLCB1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
GRN,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
SQSTM1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
GAB2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
ATP2B4,Dystonia,DisGeNET,Dystonia (DisGeNET),NA
PENK,Dystonia,DisGeNET,Dystonia (DisGeNET),NA
TAF1,Dystonia,DisGeNET,Dystonia (DisGeNET),NA
CYP27B1,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
LRCH1,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
HLA-A,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
HLA-B,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
HLA-DQA1,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
STAT3,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
ARPC3,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
ADCY5,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
COX10,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
CCN2,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
GRK2,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
GRK3,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
DBN1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
DLG1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
GCH1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
STK39,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
APOE,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
FASLG,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
RRN3,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
GJC2,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
HCN3,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
RIT2,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
FEZ1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
BCKDK,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CHRNB2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
EIF4EBP2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
EXT1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
WDFY3,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
TAFA3,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
GRIN1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
GSTM5,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
VRK3,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
LRFN2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
PREX1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
SYN3,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
HLA-DRB1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
NFIC,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
ND6,Dystonia,DisGeNET,Dystonia (DisGeNET),NA
PLA2G6,Dystonia,DisGeNET,Dystonia (DisGeNET),NA
CD226,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
IL23R,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
SLC41A1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
LAMP3,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
CSF1R,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
HSPG2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
APOB,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
MARK4,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
MS4A6A,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
TIMM8A,Dystonia,DisGeNET,Dystonia (DisGeNET),NA
ATXN3,Dystonia,DisGeNET,Dystonia (DisGeNET),NA
GPC5,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
MCCC1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
CCDC62,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
CELF1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
VCP,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
SYNJ1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
ATXN1,Dystonia,DisGeNET,Dystonia (DisGeNET),NA
NR1H3,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
MAPK1,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
IFIH1,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
EVI5,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
ATG5,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
GPNMB,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
DGKQ,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
STH,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
VPS13C,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
TMEM175,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
ZCWPW1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
ATXN2,Dystonia,DisGeNET,Dystonia (DisGeNET),NA
ERG,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
KIF21B,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
TAP2,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
HLA-DRB1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
POGZ,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
F13A1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
APOC2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
MS4A4E,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
APH1B,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
EXOC3L2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
CCR6,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
PTPN22,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
MGAT5,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
CTSB,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
SIPA1L2,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
SREBF1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
AKAP9,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
PILRA,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
LAMP1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
FRMD4A,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
DST,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
MADD,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
PLXNA4,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
ADAMTS4,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
MECP2,Dystonia,DisGeNET,Dystonia (DisGeNET),NA
FCRL3,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
TAGAP,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
CCR3,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
ITGAM,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
NOTCH4,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
RGS1,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
CXCR5,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
CD86,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
NUCKS1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
HIP1R,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
DEAF1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
EHMT1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
SPON1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
SLC24A4,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
IL34,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
GLIS3,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
MTHFD1L,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
IL6R,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
DCHS2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
AICDA,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
BCL3,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
SPI1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
TGFB2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
COL18A1,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
MEGF10,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
TRIP4,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
CADPS2,Alzheimer's Disease,DisGeNET,Alzheimer's Disease (DisGeNET),NA
BCAP31,Dystonia,DisGeNET,Dystonia (DisGeNET),NA
LRRK2,Dystonia,DisGeNET,Dystonia (DisGeNET),NA
COQ8A,Dystonia,DisGeNET,Dystonia (DisGeNET),NA
TBP,Dystonia,DisGeNET,Dystonia (DisGeNET),NA
MERTK,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
SP140,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
GALC,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
GFI1,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
HSPA1L,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
TMEM39A,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
PTPN2,Multiple Sclerosis,DisGeNET,Multiple Sclerosis (DisGeNET),NA
